week_monday_date
2020-09-14T07:00:00.000Z
2020-09-21T07:00:00.000Z
2020-09-28T07:00:00.000Z
2020-10-05T07:00:00.000Z
2020-10-12T07:00:00.000Z
2020-10-19T07:00:00.000Z
2020-10-26T07:00:00.000Z
2020-11-02T08:00:00.000Z
2020-11-09T08:00:00.000Z
2020-11-16T08:00:00.000Z
2020-11-23T08:00:00.000Z
2020-11-30T08:00:00.000Z
2020-12-07T08:00:00.000Z
2020-12-14T08:00:00.000Z
2020-12-21T08:00:00.000Z
2020-12-28T08:00:00.000Z
2021-01-04T08:00:00.000Z
2021-01-11T08:00:00.000Z
2021-01-18T08:00:00.000Z
2021-01-25T08:00:00.000Z
2021-02-01T08:00:00.000Z
2021-02-08T08:00:00.000Z
2021-02-15T08:00:00.000Z
2021-02-22T08:00:00.000Z
2021-03-01T08:00:00.000Z
2021-03-08T08:00:00.000Z
2021-03-15T07:00:00.000Z
2021-03-22T07:00:00.000Z
2021-03-29T07:00:00.000Z
2021-04-05T07:00:00.000Z
2021-04-12T07:00:00.000Z
2021-04-19T07:00:00.000Z
2021-04-26T07:00:00.000Z
2021-05-03T07:00:00.000Z
2021-05-10T07:00:00.000Z
2021-05-17T07:00:00.000Z
2021-05-24T07:00:00.000Z
2021-05-31T07:00:00.000Z
2021-06-07T07:00:00.000Z
2021-06-14T07:00:00.000Z
2021-06-21T07:00:00.000Z
2021-06-28T07:00:00.000Z
