date,region,week_cases
2021-07-05,1,386.0
2021-07-05,2,241.0
2021-07-05,14,3501.0
2021-07-05,3,444.0
2021-07-05,4,10.0
2021-07-05,5,15.0
2021-07-05,6,0.0
2021-07-05,7,23.0
2021-07-05,8,0.0
2021-07-05,9,1559.0
2021-07-05,10,1.0
2021-07-05,11,535.0
2021-07-05,12,207.0
2021-07-05,13,80.0
